#RunNumber,Pass,Date,StartTime,EndTime,Target,Kin,SBSfield,BeamPolarization,MollerQuality(0/1 = bad/good),BeamHelicityQuality(0/1 = bad/good),FieldMeasurementHorizontalAngle,FieldMeasurementVerticalAngle,Q2,EBeam
6052,pass2,10/29/23,4:51,5:54,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6053,pass2,10/29/23,5:56,6:38,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6060,pass2,10/29/23,7:58,9:03,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6061,pass2,10/29/23,9:04,10:14,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6062,pass2,10/29/23,10:16,11:01,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6063,pass2,10/29/23,11:08,12:13,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6064,pass2,10/29/23,12:15,13:28,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6065,pass2,10/29/23,13:32,14:40,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6066,pass2,10/29/23,14:42,15:45,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6068,pass2,10/29/23,16:02,16:27,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6069,pass2,10/29/23,16:36,17:12,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6070,pass2,10/29/23,17:15,18:22,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6071,pass2,10/29/23,18:24,19:16,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6072,pass2,10/29/23,19:23,20:14,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6073,pass2,10/29/23,20:18,21:24,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6074,pass2,10/29/23,21:27,22:37,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6075,pass2,10/29/23,22:53,23:49,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6076,pass2,10/29/23,23:52,0:21,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6077,pass2,10/30/23,0:28,1:30,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6078,pass2,10/30/23,1:32,2:32,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6079,pass2,10/30/23,2:33,2:55,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6081,pass2,10/30/23,3:07,4:10,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6082,pass2,10/30/23,4:17,5:27,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
6083,pass2,10/30/23,5:28,6:30,He3,GEN4b,100,80.795,1,1,74.07,0.55,9.82,8.448
2008,pass2,10/17/22,4:28,6:12,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2009,pass2,10/17/22,7:13,8:21,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2010,pass2,10/17/22,8:23,9:16,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2011,pass2,10/17/22,9:21,9:33,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2016,pass2,10/17/22,11:12,12:14,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2017,pass2,10/17/22,12:32,13:22,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2018,pass2,10/17/22,13:26,14:02,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2093,pass2,10/20/22,6:33,7:30,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2095,pass2,10/20/22,7:48,9:01,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2096,pass2,10/20/22,9:03,9:22,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2097,pass2,10/20/22,9:26,10:25,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2115,pass2,10/20/22,12:17,12:25,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2116,pass2,10/20/22,12:31,13:19,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2117,pass2,10/20/22,13:21,14:01,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
2118,pass2,10/20/22,14:06,14:57,H2,GEN2,100,84.089,1,1,59.34,1.84,3,4.291
